/Users/benny2168/Library/CloudStorage/SynologyDrive-MS-Personal/Antigravity/PCO to MailChimp/.venv/lib/python3.9/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
2026-03-23 00:10:33,591 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:33] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:33,592 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:33] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:33,592 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:33] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:36,586 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:36] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:36,587 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:36] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:36,587 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:36] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:38,642 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET / HTTP/1.1" 200 -
2026-03-23 00:10:38,822 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:10:38,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:10:38,829 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:38,863 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:38,951 - INFO - Loaded 8 PC Giving funds.
2026-03-23 00:10:38,952 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:38] "GET /api/pco-funds HTTP/1.1" 200 -
2026-03-23 00:10:39,137 - INFO - New QB refresh token automatically saved to .env
2026-03-23 00:10:39,557 - INFO - Loaded 76 active accounts from QB.
2026-03-23 00:10:39,910 - INFO - Loaded 67 active items from QB.
2026-03-23 00:10:39,911 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:39] "GET /api/qb-accounts-items HTTP/1.1" 200 -
2026-03-23 00:10:39,920 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:39] "GET /api/donation-sync-settings HTTP/1.1" 200 -
2026-03-23 00:10:41,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:41] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:41,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:41] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:41,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:41] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:44,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:44] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:44,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:44] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:44,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:44] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:47,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:47] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:47,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:47] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:47,821 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:47] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:50,403 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:50] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:10:50,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:50] "GET /api/logs/sync_20260323_000952.log HTTP/1.1" 200 -
2026-03-23 00:10:50,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:50] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:50,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:50] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:59,424 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:59] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:59,424 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:59] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:10:59,832 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:59] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:10:59,832 - INFO - 127.0.0.1 - - [23/Mar/2026 00:10:59] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:02,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:02] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:02,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:02] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:05,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:05] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:05,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:05] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:13,188 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:13] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:11:13,189 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:13] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:13,201 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:13] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:11:13,203 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:13] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:14,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:14] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:14,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:14] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:17,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:17] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:17,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:17] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:18,971 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:18] "GET /api/member-history/118897008 HTTP/1.1" 200 -
2026-03-23 00:11:20,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:20] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:20,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:20] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:27,889 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:27] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:27,890 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:27] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:29,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:29] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:29,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:29] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:32,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:32] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:32,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:32] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:35,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:35] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:35,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:35] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:44,777 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:44] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:11:44,788 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:44] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:11:44,789 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:44] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:44,790 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:44] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:47,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:47] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:47,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:47] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:57,529 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:57] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:57,530 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:57] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:11:59,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:59] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:11:59,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:11:59] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:02,358 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:02] "GET /api/member-history/93343352 HTTP/1.1" 200 -
2026-03-23 00:12:09,246 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:09] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:12:09,255 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:09] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:12:09,256 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:09] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:09,256 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:09] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:11,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:11] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:11,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:11] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:21,274 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:21] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:21,274 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:21] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:23,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:23] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:23,813 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:23] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:33,523 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:33] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:33,523 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:33] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:35,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:35] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:35,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:35] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:38,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:38] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:12:38,825 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:38] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:12:38,825 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:38] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:38,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:38] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:41,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:41] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:41,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:41] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:44,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:44] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:44,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:44] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:47,814 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:47] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:47,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:47] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:50,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:50] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:50,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:50] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:50,837 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:50] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:12:53,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:53] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:12:53,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:53] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:53,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:53] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:56,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:56] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:12:56,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:56] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:56,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:56] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:12:59,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:59] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:12:59,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:59] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:12:59,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:12:59] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:02,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:02] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:02,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:02] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:02,822 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:02] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:05,815 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:05] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:05,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:05] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:05,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:05] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:08,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:08] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:08,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:08] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:13:08,826 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:08] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:13:08,827 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:08] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:08,828 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:08] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:11,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:11] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:11,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:11] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:11,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:11] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:14,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:14] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:14,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:14] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:14,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:14] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:17,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:17] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:17,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:17] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:17,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:17] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:20,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:20] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:20,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:20] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:20,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:20] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:23,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:23] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:23,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:23] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:23,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:23] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:26,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:26] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:26,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:26] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:26,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:26] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:29,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:29] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:29,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:29] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:29,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:29] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:32,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:32] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:32,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:32] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:32,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:32] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:35,823 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:35] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:35,827 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:35] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:35,830 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:35] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:38,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:38] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:38,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:38] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:38,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:38] "GET /api/donations HTTP/1.1" 200 -
2026-03-23 00:13:38,834 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:38] "GET /api/members HTTP/1.1" 200 -
2026-03-23 00:13:38,835 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:38] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:41,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:41] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:41,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:41] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:41,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:41] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:44,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:44] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:44,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:44] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:44,821 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:44] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:47,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:47] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:47,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:47] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:47,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:47] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:50,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:50] "GET /api/logs/sync_20260323_001250.log HTTP/1.1" 200 -
2026-03-23 00:13:50,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:50] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:50,819 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:50] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:53,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:53] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:53,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:53] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:56,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:56] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:56,818 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:56] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:13:59,820 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:59] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:13:59,821 - INFO - 127.0.0.1 - - [23/Mar/2026 00:13:59] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:14:02,816 - INFO - 127.0.0.1 - - [23/Mar/2026 00:14:02] "GET /api/status HTTP/1.1" 200 -
2026-03-23 00:14:02,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:14:02] "GET /api/donation-sync-status HTTP/1.1" 200 -
2026-03-23 00:14:05,817 - INFO - 127.0.0.1 - - [23/Mar/2026 00:14:05] "GET /api/status HTTP/1.1" 200 -
